5.643766804745322524e-02 1.831054687500000000e-04 1.888662156995919161e-01 5.496263504028320312e-03 6.346831321716303598e-02 1.949766874313338949e-01 5.868184566497807175e-01 1.340394616127014160e-01 2.519583702087402344e-02 2.727274554222223757e-01 6.727659702301025391e-02 3.405202388763426402e-01 5.943985462188716706e-01 7.467255306243891777e-01 9.489676952362061102e-02 8.809566497802734375e-05 2.678354505489249915e-01 5.871653556823730469e-04 1.350714445114132856e-01 5.161089539527883296e-01 7.447314596176149992e-01 8.193039894104003906e-02 4.038810729980468750e-04 2.334022144913904251e-01 3.215432167053222656e-03 1.111778497695923296e-01 4.489482045173640024e-01 6.884070634841914504e-01
7.179225118536698702e-02 2.651214599609375000e-04 1.954487547677439263e-01 2.510666847229003906e-02 1.564032077789305475e-01 3.479308366775500927e-01 6.480001163482669302e-01 1.947822911398751355e-01 4.873204231262207031e-02 2.825553056922128214e-01 2.078028917312622070e-01 5.149280548095704901e-01 6.816024541854854846e-01 7.816070938110351030e-01 1.240047975019975129e-01 1.287460327148437500e-04 2.592041132934324588e-01 8.653748035430908203e-02 2.928166389465332031e-01 5.949815511703491211e-01 7.762804985046390938e-01 1.062310735384623256e-01 4.111528396606445312e-04 2.388033917933055639e-01 3.814679384231567383e-02 2.753675460815430132e-01 5.424201846122738147e-01 7.257958555221554198e-01
9.550537561115465812e-02 4.541873931884765625e-04 1.974479707120191663e-01 8.557271957397460938e-02 2.632194995880126620e-01 3.479308366775500927e-01 6.480001163482669302e-01 2.255680263042449951e-01 1.374142169952392578e-01 2.519868205319046872e-01 2.654374837875366211e-01 4.593699216842650479e-01 6.538233876228329855e-01 7.704954671859738369e-01 1.558668375015258845e-01 2.526259422302246094e-02 2.652060463119779721e-01 1.770329475402832031e-01 3.532496213912961758e-01 6.251980423927301356e-01 7.883670949935914773e-01 1.528846350583163149e-01 1.005792617797851562e-02 2.432809436069227060e-01 2.036396265029907227e-01 2.923624515533447266e-01 5.702043771743774414e-01 7.369095325469974256e-01
8.356763187207673360e-02 4.541873931884765625e-04 1.461170485951290843e-01 8.557271957397460938e-02 2.632194995880126620e-01 3.215584039688104134e-01 4.792165470123292970e-01 1.764205561743842354e-01 1.229102611541748047e-01 1.698047098151012346e-01 2.563514709472656250e-01 3.511193275451660600e-01 4.679669380187987393e-01 5.380755043029784579e-01 1.012454827626546178e-01 1.287460327148437500e-04 1.232140619753738786e-01 1.951510906219482422e-01 2.942584991455078347e-01 2.971422195434570424e-01 2.988724517822265447e-01 1.408152818679809515e-01 6.143379211425781250e-02 1.822119037814742271e-01 2.297866940498352051e-01 3.215584039688109130e-01 4.529401898384091130e-01 5.317692613601685547e-01
8.739147688213147469e-02 5.183219909667968750e-04 1.513006104638650873e-01 9.752523899078369141e-02 2.632194995880126620e-01 3.215584039688104134e-01 4.792165470123292970e-01 1.953309944697788902e-01 1.519181728363037109e-01 1.808161436156527080e-01 2.501106262207031250e-01 3.877367019653321645e-01 4.862756252288815695e-01 5.453989791870116344e-01 1.509489146145907290e-01 1.723766326904296875e-04 1.947290717050245978e-01 2.681910991668701172e-01 3.000259399414062500e-01 4.640947580337524414e-01 5.625360488891604227e-01 1.529359817504882812e-01 7.601678371429443359e-02 1.845249375882401510e-01 2.527121305465698242e-01 3.215584039688109130e-01 4.529401898384091130e-01 5.317692613601685547e-01
1.250684888739334866e-01 6.880760192871093750e-04 2.225042907452862984e-01 1.433761119842529297e-01 3.504074096679685724e-01 6.082948446273798160e-01 7.377483367919923651e-01 2.640334765116373883e-01 2.438697814941406250e-01 2.610086251364079346e-01 2.925605773925781250e-01 6.327999114990234819e-01 7.287706375122069424e-01 7.863530731201171520e-01 2.267296579149034319e-01 1.723766326904296875e-04 3.045830758495368107e-01 3.000259399414062500e-01 6.761586666107177734e-01 7.721488475799559437e-01 8.297429561614989568e-01 2.201664924621581920e-01 1.218676567077636719e-01 2.730488055001092373e-01 2.829300165176391602e-01 6.082948446273802601e-01 7.161727547645566627e-01 7.808995008468628818e-01
1.127372289958753077e-01 5.183219909667968750e-04 2.216310641152126337e-01 5.547821521759033203e-02 3.504074096679685724e-01 6.082948446273798160e-01 7.377483367919923651e-01 2.677005231380462646e-01 1.558569669723510742e-01 2.747750562618013759e-01 3.656240701675415039e-01 6.567925930023192915e-01 7.407669782638548472e-01 7.911516094207762251e-01 2.141620159149169866e-01 3.396570682525634766e-02 2.940428082056764092e-01 3.108732700347900391e-01 6.521611213684080921e-01 7.601500749588010475e-01 8.249434471130371316e-01 1.830499822443181768e-01 6.880760192871093750e-04 2.698053195340084920e-01 2.674880027770996094e-01 5.843219757080078125e-01 7.041863203048706055e-01 7.761049270629885033e-01
1.117322193948846049e-01 4.878044128417968750e-04 2.095126123835536758e-01 1.034555435180664062e-01 3.274071216583250843e-01 5.047935485839836200e-01 6.963478183746339978e-01 2.685329232897077367e-01 1.400554180145263672e-01 2.698244571106747092e-01 3.812346458435058594e-01 6.118417739868164951e-01 7.182915687561032270e-01 7.821614456176757546e-01 1.503265120766379692e-01 1.723766326904296875e-04 2.522089798254894544e-01 1.917930841445922852e-01 3.333091735839843750e-01 6.007241010665893555e-01 7.611730575561527212e-01 1.852267005226828911e-01 6.735587120056152344e-02 2.504960315181820607e-01 2.674880027770996094e-01 4.693205356597900391e-01 6.466856002807617188e-01 7.531046390533450152e-01
8.212547553213019047e-02 4.653930664062500000e-04 1.490365035298779894e-01 5.547821521759033203e-02 3.263783454895018421e-01 4.646910429000854492e-01 4.674687385559082031e-01 1.950087249279022217e-01 1.039497852325439453e-01 1.759069311954161996e-01 3.355920910835266113e-01 4.662532567977905051e-01 4.680809855461120494e-01 4.691776227951049982e-01 1.516295671463012695e-01 3.395152091979980469e-02 1.952792379363197106e-01 2.849870324134826660e-01 4.690526962280273104e-01 4.895808219909667525e-01 5.018976974487304732e-01 1.304329742084849864e-01 4.878044128417968750e-04 1.803575344321378116e-01 2.157419919967651367e-01 4.641766548156738281e-01 4.667485952377319336e-01 4.682917594909667969e-01
7.382873484962865218e-02 4.031658172607421875e-04 1.432681432425550738e-01 5.630517005920410156e-02 2.317166328430173561e-01 4.646910429000854492e-01 4.674687385559082031e-01 2.003096171787806801e-01 1.400554180145263672e-01 1.748724309334692972e-01 3.193552494049072266e-01 4.667754650115966686e-01 4.683420896530151589e-01 4.692820644378661865e-01 1.274895668029785156e-01 1.425743103027343750e-04 1.832682180265834682e-01 1.796563863754272461e-01 4.644908905029296875e-01 4.872999191284179688e-01 5.009853363037110041e-01 1.196712580594149478e-01 4.653930664062500000e-04 1.738179225882261203e-01 1.565784215927124023e-01 4.641766548156738281e-01 4.667485952377319336e-01 4.682917594909667969e-01
1.072968181810880911e-01 9.056568145751953125e-03 1.838295221683697023e-01 9.248244762420654297e-02 4.652054309844970703e-01 4.830372810363766645e-01 5.571077060699464178e-01 2.110093699561225167e-01 4.540967941284179688e-02 2.217347087347606438e-01 4.646866321563720703e-01 4.973402976989746427e-01 5.522034645080565740e-01 5.851213645935058327e-01 2.207628620995415458e-01 1.400206089019775391e-01 2.428399353298140440e-01 4.644908905029296875e-01 5.385799884796143022e-01 5.955220699310301846e-01 6.296873188018798917e-01 1.694886467673561714e-01 9.056568145751953125e-03 2.210008607107374623e-01 3.188891410827636719e-01 4.693205356597900391e-01 5.379042625427246094e-01 5.790544986724854848e-01
1.585315152218467194e-01 5.664825439453125000e-04 2.836173126803836486e-01 1.095056533813476562e-01 6.098494529724121094e-01 6.608611822128287461e-01 8.637169075012208763e-01 3.346442381540934430e-01 1.740238666534423828e-01 3.334246596863950085e-01 6.070666313171386719e-01 6.988086700439454235e-01 8.490748405456541859e-01 9.392345428466796209e-01 3.346338272094726562e-01 2.192921638488769531e-01 3.451238004937989268e-01 6.235959529876708984e-01 7.218381881713867854e-01 8.605862617492674449e-01 9.438351058959960627e-01 2.214116316575270305e-01 5.664825439453125000e-04 3.237537235611664399e-01 4.641766548156738281e-01 6.199338436126708984e-01 7.735588073730463865e-01 9.087959575653075106e-01
2.385689710315904988e-01 4.271721839904785156e-02 3.328559739611073875e-01 5.172005891799926758e-01 7.653322219848632812e-01 8.202011346817011939e-01 9.274528884887696112e-01 4.358766555786132701e-01 5.176402330398559570e-01 3.548976791123876762e-01 7.233541607856750488e-01 8.207303524017333096e-01 9.100356817245480734e-01 9.636188793182373091e-01 5.666013062000274658e-01 6.380300521850585938e-01 4.094710231059827676e-01 8.504200577735900879e-01 1.055045604705810547e+00 1.120042085647583008e+00 1.159039974212646484e+00 2.601932968412126734e-01 4.811525344848632812e-03 3.443731854650841639e-01 5.618442893028259277e-01 7.472263813018800160e-01 8.698547244071960227e-01 9.473143243789673429e-01
3.356105653863203919e-01 4.271721839904785156e-02 4.954446619434503818e-01 5.703924894332885742e-01 8.400625705718992586e-01 1.091345286369321821e+00 1.590257921218872550e+00 5.796909765763715860e-01 5.178747177124023438e-01 5.319014634899894567e-01 7.787325382232666016e-01 9.993410110473632812e-01 1.461324810981750488e+00 1.738515090942383434e+00 8.717224257332938375e-01 8.007819652557373047e-01 5.455848962928803170e-01 1.092186450958251953e+00 1.480323696136474965e+00 1.701787543296813476e+00 1.834665851593017427e+00 3.457433432340621948e-01 4.811525344848632812e-03 5.193133355749790514e-01 5.439410805702209473e-01 8.996468782424926758e-01 1.229932129383087158e+00 1.645692658424376731e+00
3.482240375719572456e-01 5.274724960327148438e-02 4.898145314085482482e-01 5.703924894332885742e-01 8.400625705718992586e-01 1.091345286369321821e+00 1.590257921218872550e+00 5.617302656173706055e-01 4.730442762374877930e-01 5.208836525170257303e-01 7.233541607856750488e-01 9.131271123886104402e-01 1.418217861652373069e+00 1.721272311210632733e+00 8.204386830329895020e-01 7.121889591217041016e-01 5.182554242311081527e-01 1.045760393142700195e+00 1.406502413749694647e+00 1.664876902103423761e+00 1.819901595115661186e+00 3.421017001656925238e-01 5.274724960327148438e-02 5.028431459478170940e-01 5.174896717071533203e-01 8.797854423522949441e-01 1.183736515045165305e+00 1.627214412689208745e+00
